task_id,source_system,department,section_id,section_name,zone_code,defect_type,defect_description,criticality,reported_date,due_date,estimated_duration,location_km,recurrence_count,inspection_gap_days,import_source
TMS-0213,TMS,Engineering,TATA-ROU,Tatanagar - Rourkela,SER,Thermit Weld Renewal,AT Weld defective Ultrasonic signal at Rail Joint needing crop & re-weld on Tatanagar - Rourkela,critical,2026-09-07,2026-09-14,150,82.2,0,15,data.gov.in
SMMS-0214,SMMS,Signal & Telecom,TATA-ROU,Tatanagar - Rourkela,SER,Level Crossing Boom Barrier Overhaul,Electric lifting barrier clutch mechanism alignment on Tatanagar - Rourkela,medium,2026-09-03,2026-09-24,90,85.2,0,45,data.gov.in
SMMS-0215,SMMS,Signal & Telecom,TATA-ROU,Tatanagar - Rourkela,SER,Automatic Signaling Aspect Renewal,Signal LED cluster degradation on home signal aspect on Tatanagar - Rourkela,high,2026-09-08,2026-09-25,60,66.8,1,15,data.gov.in
TDMS-0216,TDMS,Traction Distribution,TATA-ROU,Tatanagar - Rourkela,SER,Insulator Jet Washing,Heavy pollution encrustation on porcelain insulators near industrial sidings on Tatanagar - Rourkela,medium,2026-09-07,2026-09-15,90,90.8,2,45,data.gov.in
TDMS-0217,TDMS,Traction Distribution,TATA-ROU,Tatanagar - Rourkela,SER,Catenary Wire Tension Regulation,Auto-tensioning device pulley weight travel check before winter on Tatanagar - Rourkela,high,2026-09-13,2026-09-28,120,14.1,0,45,data.gov.in
TDMS-0218,TDMS,Traction Distribution,TATA-ROU,Tatanagar - Rourkela,SER,Catenary Wire Tension Regulation,Auto-tensioning device pulley weight travel check before winter on Tatanagar - Rourkela,high,2026-09-05,2026-09-14,120,96.8,0,45,data.gov.in
TMS-0219,TMS,Engineering,BSP-R,Bilaspur - Raipur,SECR,CMS Crossing Reconditioning,Trans-weld building up of battered nose on Cast Manganese Steel crossing on Bilaspur - Raipur,medium,2026-09-13,2026-10-04,135,11.2,2,45,data.gov.in
TMS-0220,TMS,Engineering,BSP-R,Bilaspur - Raipur,SECR,Level Crossing Paved Track Repair,Rubber pad renewal and check rail clearance at LC Gate on Bilaspur - Raipur,medium,2026-09-06,2026-09-20,135,20.6,0,45,data.gov.in
TMS-0221,TMS,Engineering,BSP-R,Bilaspur - Raipur,SECR,Bridge Bearing Inspection & Greasing,Girder seating rocker-roller bearing lubrication on Bilaspur - Raipur,medium,2026-09-11,2026-09-23,120,110.0,0,15,data.gov.in
SMMS-0222,SMMS,Signal & Telecom,BSP-R,Bilaspur - Raipur,SECR,Point Machine Motor Overhaul,143B Point machine stroke timing exceeded 5.2s threshold on Bilaspur - Raipur,high,2026-09-01,2026-09-23,105,92.0,0,45,data.gov.in
SMMS-0223,SMMS,Signal & Telecom,BSP-R,Bilaspur - Raipur,SECR,Track Circuit Relay Replacement,QTA2 track relay contact resistance fluctuating under dampness on Bilaspur - Raipur,high,2026-09-05,2026-09-14,90,18.7,0,60,data.gov.in
SMMS-0224,SMMS,Signal & Telecom,BSP-R,Bilaspur - Raipur,SECR,OFC Splicing & Path Jointing,Fiber attenuation high on quad cable core near intermediate block hut on Bilaspur - Raipur,high,2026-09-04,2026-09-20,105,74.7,0,60,data.gov.in
TDMS-0225,TDMS,Traction Distribution,BSP-R,Bilaspur - Raipur,SECR,OHE Contact Wire Profile Measurement,Laser pantograph contact wire height and stagger recording on Bilaspur - Raipur,high,2026-09-10,2026-10-02,90,27.1,2,30,data.gov.in
TDMS-0226,TDMS,Traction Distribution,BSP-R,Bilaspur - Raipur,SECR,Dropper Replacement & Height Adjustment,Current carrying copper flexible dropper frayed near mast on Bilaspur - Raipur,medium,2026-08-30,2026-09-18,75,51.3,1,60,data.gov.in
TDMS-0227,TDMS,Traction Distribution,BSP-R,Bilaspur - Raipur,SECR,Substation Transformer Testing,Traction power transformer dissolved gas analysis sampling on Bilaspur - Raipur,medium,2026-09-12,2026-09-23,90,88.3,0,45,data.gov.in
TMS-0228,TMS,Engineering,R-DURG,Raipur - Durg,SECR,Bridge Bearing Inspection & Greasing,Girder seating rocker-roller bearing lubrication on Raipur - Durg,medium,2026-09-06,2026-09-28,120,33.7,0,45,data.gov.in
TMS-0229,TMS,Engineering,R-DURG,Raipur - Durg,SECR,Thermit Weld Renewal,AT Weld defective Ultrasonic signal at Rail Joint needing crop & re-weld on Raipur - Durg,critical,2026-09-12,2026-09-25,150,16.7,0,60,data.gov.in
SMMS-0230,SMMS,Signal & Telecom,R-DURG,Raipur - Durg,SECR,Point Machine Lock Bar Testing,Facing point lock tolerance check on junction interlocking on Raipur - Durg,high,2026-09-03,2026-09-19,90,33.6,2,15,data.gov.in
SMMS-0231,SMMS,Signal & Telecom,R-DURG,Raipur - Durg,SECR,Electronic Interlocking Diagnostic,Dual redundant EI system power supply unit card replacement on Raipur - Durg,critical,2026-09-01,2026-09-17,90,9.3,0,45,data.gov.in
TDMS-0232,TDMS,Traction Distribution,R-DURG,Raipur - Durg,SECR,Neutral Section Insulator Renewal,PTFE neutral section runner wear exceeds 3mm safety tolerance on Raipur - Durg,critical,2026-09-07,2026-09-15,90,30.4,1,30,data.gov.in
TDMS-0233,TDMS,Traction Distribution,R-DURG,Raipur - Durg,SECR,Cantilever Assembly Replacement,Galvanized steel cantilever bracket corrosion detected during trolley inspection on Raipur - Durg,high,2026-09-16,2026-09-30,105,33.1,2,30,data.gov.in
TMS-0234,TMS,Engineering,DURG-G,Durg - Gondia,SECR,Bridge Bearing Inspection & Greasing,Girder seating rocker-roller bearing lubrication on Durg - Gondia,medium,2026-09-17,2026-09-24,120,3.5,0,30,data.gov.in
TMS-0235,TMS,Engineering,DURG-G,Durg - Gondia,SECR,Rail Flaw Ultrasonic Testing,USFD detected transverse fatigue crack in rail head on Durg - Gondia,critical,2026-09-01,2026-09-19,90,15.8,1,30,data.gov.in
TMS-0236,TMS,Engineering,DURG-G,Durg - Gondia,SECR,SEJ Overhaul,Tongue and stock rail gap calibration for extreme thermal expansion on Durg - Gondia,high,2026-09-14,2026-09-20,165,32.7,2,15,data.gov.in
SMMS-0237,SMMS,Signal & Telecom,DURG-G,Durg - Gondia,SECR,Level Crossing Boom Barrier Overhaul,Electric lifting barrier clutch mechanism alignment on Durg - Gondia,medium,2026-08-31,2026-09-05,90,85.1,0,30,data.gov.in
SMMS-0238,SMMS,Signal & Telecom,DURG-G,Durg - Gondia,SECR,Axle Counter Sensor Recalibration,Multi-section digital axle counter wheel sensor gain drifted on Durg - Gondia,critical,2026-09-04,2026-09-09,75,82.8,0,60,data.gov.in
TDMS-0239,TDMS,Traction Distribution,DURG-G,Durg - Gondia,SECR,Insulator Jet Washing,Heavy pollution encrustation on porcelain insulators near industrial sidings on Durg - Gondia,medium,2026-09-01,2026-09-17,90,10.0,0,60,data.gov.in
TDMS-0240,TDMS,Traction Distribution,DURG-G,Durg - Gondia,SECR,OHE Contact Wire Profile Measurement,Laser pantograph contact wire height and stagger recording on Durg - Gondia,high,2026-09-16,2026-10-11,90,52.5,1,45,data.gov.in
TMS-0241,TMS,Engineering,MAS-AJJ,Chennai Central - Arakkonam,SR,CMS Crossing Reconditioning,Trans-weld building up of battered nose on Cast Manganese Steel crossing on Chennai Central - Arakkonam,medium,2026-09-15,2026-10-01,135,17.2,0,45,data.gov.in
TMS-0242,TMS,Engineering,MAS-AJJ,Chennai Central - Arakkonam,SR,Continuous Welded Rail Destressing,Thermal stress equalization on 60kg 90UTS welded rail for 160 kmph Vande Bharat on Chennai Central - Arakkonam,high,2026-09-16,2026-10-02,180,37.6,0,60,data.gov.in
SMMS-0243,SMMS,Signal & Telecom,MAS-AJJ,Chennai Central - Arakkonam,SR,Track Circuit Relay Replacement,QTA2 track relay contact resistance fluctuating under dampness on Chennai Central - Arakkonam,high,2026-09-13,2026-09-20,90,49.0,2,15,data.gov.in
SMMS-0244,SMMS,Signal & Telecom,MAS-AJJ,Chennai Central - Arakkonam,SR,Axle Counter Sensor Recalibration,Multi-section digital axle counter wheel sensor gain drifted on Chennai Central - Arakkonam,critical,2026-09-11,2026-09-17,75,54.0,0,45,data.gov.in
SMMS-0245,SMMS,Signal & Telecom,MAS-AJJ,Chennai Central - Arakkonam,SR,Axle Counter Sensor Recalibration,Multi-section digital axle counter wheel sensor gain drifted on Chennai Central - Arakkonam,critical,2026-09-01,2026-09-18,75,67.3,2,45,data.gov.in
TDMS-0246,TDMS,Traction Distribution,MAS-AJJ,Chennai Central - Arakkonam,SR,25kV TSS Feeder CB Overhaul,Vacuum circuit breaker auxiliary contact overhaul during scheduled power block on Chennai Central - Arakkonam,critical,2026-09-08,2026-09-24,120,58.8,0,45,data.gov.in
TDMS-0247,TDMS,Traction Distribution,MAS-AJJ,Chennai Central - Arakkonam,SR,Catenary Wire Tension Regulation,Auto-tensioning device pulley weight travel check before winter on Chennai Central - Arakkonam,high,2026-09-14,2026-09-30,120,30.3,2,60,data.gov.in
TMS-0248,TMS,Engineering,AJJ-KPD,Arakkonam - Katpadi,SR,CMS Crossing Reconditioning,Trans-weld building up of battered nose on Cast Manganese Steel crossing on Arakkonam - Katpadi,medium,2026-09-12,2026-10-02,135,41.8,1,45,data.gov.in
TMS-0249,TMS,Engineering,AJJ-KPD,Arakkonam - Katpadi,SR,Thermit Weld Renewal,AT Weld defective Ultrasonic signal at Rail Joint needing crop & re-weld on Arakkonam - Katpadi,critical,2026-09-04,2026-09-11,150,26.4,0,45,data.gov.in
TMS-0250,TMS,Engineering,AJJ-KPD,Arakkonam - Katpadi,SR,CMS Crossing Reconditioning,Trans-weld building up of battered nose on Cast Manganese Steel crossing on Arakkonam - Katpadi,medium,2026-09-14,2026-09-21,135,20.3,1,45,data.gov.in
SMMS-0251,SMMS,Signal & Telecom,AJJ-KPD,Arakkonam - Katpadi,SR,Electronic Interlocking Diagnostic,Dual redundant EI system power supply unit card replacement on Arakkonam - Katpadi,critical,2026-09-12,2026-10-01,90,21.7,0,45,data.gov.in
SMMS-0252,SMMS,Signal & Telecom,AJJ-KPD,Arakkonam - Katpadi,SR,Electronic Interlocking Diagnostic,Dual redundant EI system power supply unit card replacement on Arakkonam - Katpadi,critical,2026-09-09,2026-10-04,90,58.8,0,15,data.gov.in
SMMS-0253,SMMS,Signal & Telecom,AJJ-KPD,Arakkonam - Katpadi,SR,Electronic Interlocking Diagnostic,Dual redundant EI system power supply unit card replacement on Arakkonam - Katpadi,critical,2026-09-06,2026-09-27,90,48.3,0,15,data.gov.in
TDMS-0254,TDMS,Traction Distribution,AJJ-KPD,Arakkonam - Katpadi,SR,OHE Contact Wire Profile Measurement,Laser pantograph contact wire height and stagger recording on Arakkonam - Katpadi,high,2026-09-16,2026-09-25,90,5.0,1,45,data.gov.in
TDMS-0255,TDMS,Traction Distribution,AJJ-KPD,Arakkonam - Katpadi,SR,Substation Transformer Testing,Traction power transformer dissolved gas analysis sampling on Arakkonam - Katpadi,medium,2026-08-30,2026-09-05,90,36.7,2,45,data.gov.in
TMS-0256,TMS,Engineering,ED-CBE,Erode - Coimbatore,SR,Bridge Bearing Inspection & Greasing,Girder seating rocker-roller bearing lubrication on Erode - Coimbatore,medium,2026-09-15,2026-10-08,120,14.6,1,60,data.gov.in
TMS-0257,TMS,Engineering,ED-CBE,Erode - Coimbatore,SR,CMS Crossing Reconditioning,Trans-weld building up of battered nose on Cast Manganese Steel crossing on Erode - Coimbatore,medium,2026-09-09,2026-09-21,135,96.1,0,30,data.gov.in
TMS-0258,TMS,Engineering,ED-CBE,Erode - Coimbatore,SR,Bridge Bearing Inspection & Greasing,Girder seating rocker-roller bearing lubrication on Erode - Coimbatore,medium,2026-09-01,2026-09-18,120,91.4,0,45,data.gov.in
SMMS-0259,SMMS,Signal & Telecom,ED-CBE,Erode - Coimbatore,SR,Level Crossing Boom Barrier Overhaul,Electric lifting barrier clutch mechanism alignment on Erode - Coimbatore,medium,2026-09-11,2026-10-05,90,29.3,2,30,data.gov.in
SMMS-0260,SMMS,Signal & Telecom,ED-CBE,Erode - Coimbatore,SR,Point Machine Motor Overhaul,143B Point machine stroke timing exceeded 5.2s threshold on Erode - Coimbatore,high,2026-09-13,2026-09-20,105,45.8,2,15,data.gov.in
SMMS-0261,SMMS,Signal & Telecom,ED-CBE,Erode - Coimbatore,SR,Automatic Signaling Aspect Renewal,Signal LED cluster degradation on home signal aspect on Erode - Coimbatore,high,2026-09-06,2026-09-13,60,55.4,1,45,data.gov.in
TDMS-0262,TDMS,Traction Distribution,ED-CBE,Erode - Coimbatore,SR,Cantilever Assembly Replacement,Galvanized steel cantilever bracket corrosion detected during trolley inspection on Erode - Coimbatore,high,2026-09-06,2026-09-27,105,23.2,0,30,data.gov.in
TDMS-0263,TDMS,Traction Distribution,ED-CBE,Erode - Coimbatore,SR,25kV TSS Feeder CB Overhaul,Vacuum circuit breaker auxiliary contact overhaul during scheduled power block on Erode - Coimbatore,critical,2026-09-02,2026-09-07,120,36.7,1,60,data.gov.in
TMS-0264,TMS,Engineering,TVC-QLN,Thiruvananthapuram - Kollam,SR,Track Geometry Alignment Calibration,Track recording car flagged cross-level and twist exceeding tolerance on Thiruvananthapuram - Kollam,high,2026-09-15,2026-09-22,120,20.5,2,60,data.gov.in
TMS-0265,TMS,Engineering,TVC-QLN,Thiruvananthapuram - Kollam,SR,Deep Ballast Screening & Tamping,Ballast cleaning machine deployment to restore track elasticity on Thiruvananthapuram - Kollam,high,2026-08-30,2026-09-06,210,8.9,1,15,data.gov.in
SMMS-0266,SMMS,Signal & Telecom,TVC-QLN,Thiruvananthapuram - Kollam,SR,Level Crossing Boom Barrier Overhaul,Electric lifting barrier clutch mechanism alignment on Thiruvananthapuram - Kollam,medium,2026-09-01,2026-09-17,90,9.1,0,30,data.gov.in
SMMS-0267,SMMS,Signal & Telecom,TVC-QLN,Thiruvananthapuram - Kollam,SR,Electronic Interlocking Diagnostic,Dual redundant EI system power supply unit card replacement on Thiruvananthapuram - Kollam,critical,2026-09-01,2026-09-07,90,53.4,0,45,data.gov.in
SMMS-0268,SMMS,Signal & Telecom,TVC-QLN,Thiruvananthapuram - Kollam,SR,Track Circuit Relay Replacement,QTA2 track relay contact resistance fluctuating under dampness on Thiruvananthapuram - Kollam,high,2026-09-12,2026-09-27,90,59.9,0,45,data.gov.in
TDMS-0269,TDMS,Traction Distribution,TVC-QLN,Thiruvananthapuram - Kollam,SR,Insulator Jet Washing,Heavy pollution encrustation on porcelain insulators near industrial sidings on Thiruvananthapuram - Kollam,medium,2026-09-09,2026-09-20,90,41.0,1,30,data.gov.in
TDMS-0270,TDMS,Traction Distribution,TVC-QLN,Thiruvananthapuram - Kollam,SR,Catenary Wire Tension Regulation,Auto-tensioning device pulley weight travel check before winter on Thiruvananthapuram - Kollam,high,2026-08-31,2026-09-07,120,32.7,0,30,data.gov.in
TDMS-0271,TDMS,Traction Distribution,TVC-QLN,Thiruvananthapuram - Kollam,SR,Cantilever Assembly Replacement,Galvanized steel cantilever bracket corrosion detected during trolley inspection on Thiruvananthapuram - Kollam,high,2026-09-07,2026-09-30,105,3.6,0,15,data.gov.in
TMS-0272,TMS,Engineering,SC-KZJ,Secunderabad - Kazipet,SCR,Track Geometry Alignment Calibration,Track recording car flagged cross-level and twist exceeding tolerance on Secunderabad - Kazipet,high,2026-09-09,2026-10-04,120,28.4,2,15,data.gov.in
TMS-0273,TMS,Engineering,SC-KZJ,Secunderabad - Kazipet,SCR,Bridge Bearing Inspection & Greasing,Girder seating rocker-roller bearing lubrication on Secunderabad - Kazipet,medium,2026-08-31,2026-09-14,120,84.4,1,60,data.gov.in
SMMS-0274,SMMS,Signal & Telecom,SC-KZJ,Secunderabad - Kazipet,SCR,Electronic Interlocking Diagnostic,Dual redundant EI system power supply unit card replacement on Secunderabad - Kazipet,critical,2026-09-08,2026-09-27,90,10.5,0,30,data.gov.in
SMMS-0275,SMMS,Signal & Telecom,SC-KZJ,Secunderabad - Kazipet,SCR,Level Crossing Boom Barrier Overhaul,Electric lifting barrier clutch mechanism alignment on Secunderabad - Kazipet,medium,2026-09-04,2026-09-24,90,61.4,1,30,data.gov.in
TDMS-0276,TDMS,Traction Distribution,SC-KZJ,Secunderabad - Kazipet,SCR,Dropper Replacement & Height Adjustment,Current carrying copper flexible dropper frayed near mast on Secunderabad - Kazipet,medium,2026-09-06,2026-09-23,75,18.0,1,15,data.gov.in
TDMS-0277,TDMS,Traction Distribution,SC-KZJ,Secunderabad - Kazipet,SCR,Dropper Replacement & Height Adjustment,Current carrying copper flexible dropper frayed near mast on Secunderabad - Kazipet,medium,2026-09-10,2026-09-29,75,16.9,2,30,data.gov.in
TDMS-0278,TDMS,Traction Distribution,SC-KZJ,Secunderabad - Kazipet,SCR,Cantilever Assembly Replacement,Galvanized steel cantilever bracket corrosion detected during trolley inspection on Secunderabad - Kazipet,high,2026-09-14,2026-09-20,105,38.7,2,60,data.gov.in
TMS-0279,TMS,Engineering,KZJ-BZA,Kazipet - Vijayawada,SCR,Continuous Welded Rail Destressing,Thermal stress equalization on 60kg 90UTS welded rail for 160 kmph Vande Bharat on Kazipet - Vijayawada,high,2026-09-07,2026-09-30,180,156.0,0,30,data.gov.in
TMS-0280,TMS,Engineering,KZJ-BZA,Kazipet - Vijayawada,SCR,Bridge Bearing Inspection & Greasing,Girder seating rocker-roller bearing lubrication on Kazipet - Vijayawada,medium,2026-09-01,2026-09-20,120,108.2,1,60,data.gov.in
SMMS-0281,SMMS,Signal & Telecom,KZJ-BZA,Kazipet - Vijayawada,SCR,Point Machine Motor Overhaul,143B Point machine stroke timing exceeded 5.2s threshold on Kazipet - Vijayawada,high,2026-09-05,2026-09-26,105,99.3,0,30,data.gov.in
SMMS-0282,SMMS,Signal & Telecom,KZJ-BZA,Kazipet - Vijayawada,SCR,Automatic Signaling Aspect Renewal,Signal LED cluster degradation on home signal aspect on Kazipet - Vijayawada,high,2026-09-16,2026-09-22,60,61.5,2,45,data.gov.in
TDMS-0283,TDMS,Traction Distribution,KZJ-BZA,Kazipet - Vijayawada,SCR,Insulator Jet Washing,Heavy pollution encrustation on porcelain insulators near industrial sidings on Kazipet - Vijayawada,medium,2026-09-04,2026-09-13,90,190.7,1,60,data.gov.in
TDMS-0284,TDMS,Traction Distribution,KZJ-BZA,Kazipet - Vijayawada,SCR,Dropper Replacement & Height Adjustment,Current carrying copper flexible dropper frayed near mast on Kazipet - Vijayawada,medium,2026-09-16,2026-10-03,75,12.0,0,45,data.gov.in
TMS-0285,TMS,Engineering,BZA-GDR,Vijayawada - Gudur,SCR,Thermit Weld Renewal,AT Weld defective Ultrasonic signal at Rail Joint needing crop & re-weld on Vijayawada - Gudur,critical,2026-09-05,2026-09-26,150,132.1,1,15,data.gov.in
TMS-0286,TMS,Engineering,BZA-GDR,Vijayawada - Gudur,SCR,Continuous Welded Rail Destressing,Thermal stress equalization on 60kg 90UTS welded rail for 160 kmph Vande Bharat on Vijayawada - Gudur,high,2026-09-14,2026-10-01,180,109.6,1,45,data.gov.in
TMS-0287,TMS,Engineering,BZA-GDR,Vijayawada - Gudur,SCR,Continuous Welded Rail Destressing,Thermal stress equalization on 60kg 90UTS welded rail for 160 kmph Vande Bharat on Vijayawada - Gudur,high,2026-09-11,2026-10-05,180,149.2,0,15,data.gov.in
SMMS-0288,SMMS,Signal & Telecom,BZA-GDR,Vijayawada - Gudur,SCR,Track Circuit Relay Replacement,QTA2 track relay contact resistance fluctuating under dampness on Vijayawada - Gudur,high,2026-09-07,2026-09-27,90,152.1,0,30,data.gov.in
SMMS-0289,SMMS,Signal & Telecom,BZA-GDR,Vijayawada - Gudur,SCR,Automatic Signaling Aspect Renewal,Signal LED cluster degradation on home signal aspect on Vijayawada - Gudur,high,2026-09-07,2026-09-17,60,115.3,1,45,data.gov.in
TDMS-0290,TDMS,Traction Distribution,BZA-GDR,Vijayawada - Gudur,SCR,Catenary Wire Tension Regulation,Auto-tensioning device pulley weight travel check before winter on Vijayawada - Gudur,high,2026-09-02,2026-09-07,120,108.2,0,60,data.gov.in
TDMS-0291,TDMS,Traction Distribution,BZA-GDR,Vijayawada - Gudur,SCR,Catenary Wire Tension Regulation,Auto-tensioning device pulley weight travel check before winter on Vijayawada - Gudur,high,2026-09-17,2026-10-11,120,139.1,0,15,data.gov.in
TDMS-0292,TDMS,Traction Distribution,BZA-GDR,Vijayawada - Gudur,SCR,OHE Contact Wire Profile Measurement,Laser pantograph contact wire height and stagger recording on Vijayawada - Gudur,high,2026-09-12,2026-10-03,90,184.0,2,30,data.gov.in
TMS-0293,TMS,Engineering,SBC-MYS,Bengaluru - Mysuru,SWR,Level Crossing Paved Track Repair,Rubber pad renewal and check rail clearance at LC Gate on Bengaluru - Mysuru,medium,2026-08-30,2026-09-07,135,26.9,2,45,data.gov.in
TMS-0294,TMS,Engineering,SBC-MYS,Bengaluru - Mysuru,SWR,Deep Ballast Screening & Tamping,Ballast cleaning machine deployment to restore track elasticity on Bengaluru - Mysuru,high,2026-09-13,2026-10-01,210,94.9,2,60,data.gov.in
SMMS-0295,SMMS,Signal & Telecom,SBC-MYS,Bengaluru - Mysuru,SWR,Track Circuit Relay Replacement,QTA2 track relay contact resistance fluctuating under dampness on Bengaluru - Mysuru,high,2026-09-01,2026-09-12,90,77.3,2,60,data.gov.in
SMMS-0296,SMMS,Signal & Telecom,SBC-MYS,Bengaluru - Mysuru,SWR,Automatic Signaling Aspect Renewal,Signal LED cluster degradation on home signal aspect on Bengaluru - Mysuru,high,2026-09-12,2026-10-01,60,125.0,1,45,data.gov.in
TDMS-0297,TDMS,Traction Distribution,SBC-MYS,Bengaluru - Mysuru,SWR,OHE Contact Wire Profile Measurement,Laser pantograph contact wire height and stagger recording on Bengaluru - Mysuru,high,2026-09-11,2026-09-23,90,38.9,1,30,data.gov.in
TDMS-0298,TDMS,Traction Distribution,SBC-MYS,Bengaluru - Mysuru,SWR,Catenary Wire Tension Regulation,Auto-tensioning device pulley weight travel check before winter on Bengaluru - Mysuru,high,2026-09-08,2026-09-19,120,94.9,2,45,data.gov.in
TDMS-0299,TDMS,Traction Distribution,SBC-MYS,Bengaluru - Mysuru,SWR,OHE Contact Wire Profile Measurement,Laser pantograph contact wire height and stagger recording on Bengaluru - Mysuru,high,2026-09-06,2026-09-28,90,128.0,1,45,data.gov.in
TMS-0300,TMS,Engineering,SBC-YPR,Bengaluru - Yesvantpur,SWR,Track Geometry Alignment Calibration,Track recording car flagged cross-level and twist exceeding tolerance on Bengaluru - Yesvantpur,high,2026-08-31,2026-09-17,120,4.6,2,45,data.gov.in
TMS-0301,TMS,Engineering,SBC-YPR,Bengaluru - Yesvantpur,SWR,Continuous Welded Rail Destressing,Thermal stress equalization on 60kg 90UTS welded rail for 160 kmph Vande Bharat on Bengaluru - Yesvantpur,high,2026-09-08,2026-09-14,180,2.2,0,45,data.gov.in
SMMS-0302,SMMS,Signal & Telecom,SBC-YPR,Bengaluru - Yesvantpur,SWR,Axle Counter Sensor Recalibration,Multi-section digital axle counter wheel sensor gain drifted on Bengaluru - Yesvantpur,critical,2026-09-02,2026-09-13,75,1.8,1,45,data.gov.in
SMMS-0303,SMMS,Signal & Telecom,SBC-YPR,Bengaluru - Yesvantpur,SWR,Track Circuit Relay Replacement,QTA2 track relay contact resistance fluctuating under dampness on Bengaluru - Yesvantpur,high,2026-09-14,2026-10-08,90,4.0,0,30,data.gov.in
SMMS-0304,SMMS,Signal & Telecom,SBC-YPR,Bengaluru - Yesvantpur,SWR,OFC Splicing & Path Jointing,Fiber attenuation high on quad cable core near intermediate block hut on Bengaluru - Yesvantpur,high,2026-09-01,2026-09-13,105,3.6,0,15,data.gov.in
TDMS-0305,TDMS,Traction Distribution,SBC-YPR,Bengaluru - Yesvantpur,SWR,Dropper Replacement & Height Adjustment,Current carrying copper flexible dropper frayed near mast on Bengaluru - Yesvantpur,medium,2026-09-02,2026-09-10,75,3.7,0,15,data.gov.in
TDMS-0306,TDMS,Traction Distribution,SBC-YPR,Bengaluru - Yesvantpur,SWR,Cantilever Assembly Replacement,Galvanized steel cantilever bracket corrosion detected during trolley inspection on Bengaluru - Yesvantpur,high,2026-09-04,2026-09-29,105,4.7,2,60,data.gov.in
TDMS-0307,TDMS,Traction Distribution,SBC-YPR,Bengaluru - Yesvantpur,SWR,25kV TSS Feeder CB Overhaul,Vacuum circuit breaker auxiliary contact overhaul during scheduled power block on Bengaluru - Yesvantpur,critical,2026-09-08,2026-09-23,120,2.1,0,15,data.gov.in
TMS-0308,TMS,Engineering,UBL-BGM,Hubballi - Belagavi,SWR,Rail Flaw Ultrasonic Testing,USFD detected transverse fatigue crack in rail head on Hubballi - Belagavi,critical,2026-09-16,2026-09-26,90,59.5,0,15,data.gov.in
TMS-0309,TMS,Engineering,UBL-BGM,Hubballi - Belagavi,SWR,Deep Ballast Screening & Tamping,Ballast cleaning machine deployment to restore track elasticity on Hubballi - Belagavi,high,2026-09-02,2026-09-12,210,132.1,1,15,data.gov.in
SMMS-0310,SMMS,Signal & Telecom,UBL-BGM,Hubballi - Belagavi,SWR,Axle Counter Sensor Recalibration,Multi-section digital axle counter wheel sensor gain drifted on Hubballi - Belagavi,critical,2026-08-30,2026-09-23,75,16.0,1,45,data.gov.in
SMMS-0311,SMMS,Signal & Telecom,UBL-BGM,Hubballi - Belagavi,SWR,Level Crossing Boom Barrier Overhaul,Electric lifting barrier clutch mechanism alignment on Hubballi - Belagavi,medium,2026-08-31,2026-09-21,90,70.1,0,60,data.gov.in
TDMS-0312,TDMS,Traction Distribution,UBL-BGM,Hubballi - Belagavi,SWR,25kV TSS Feeder CB Overhaul,Vacuum circuit breaker auxiliary contact overhaul during scheduled power block on Hubballi - Belagavi,critical,2026-09-14,2026-09-29,120,23.7,2,45,data.gov.in
TDMS-0313,TDMS,Traction Distribution,UBL-BGM,Hubballi - Belagavi,SWR,Cantilever Assembly Replacement,Galvanized steel cantilever bracket corrosion detected during trolley inspection on Hubballi - Belagavi,high,2026-09-17,2026-10-02,105,111.7,0,30,data.gov.in
TDMS-0314,TDMS,Traction Distribution,UBL-BGM,Hubballi - Belagavi,SWR,Substation Transformer Testing,Traction power transformer dissolved gas analysis sampling on Hubballi - Belagavi,medium,2026-09-04,2026-09-25,90,46.9,2,15,data.gov.in
TMS-0315,TMS,Engineering,JP-AII,Jaipur - Ajmer,NWR,Continuous Welded Rail Destressing,Thermal stress equalization on 60kg 90UTS welded rail for 160 kmph Vande Bharat on Jaipur - Ajmer,high,2026-09-02,2026-09-17,180,125.5,0,45,data.gov.in
TMS-0316,TMS,Engineering,JP-AII,Jaipur - Ajmer,NWR,Deep Ballast Screening & Tamping,Ballast cleaning machine deployment to restore track elasticity on Jaipur - Ajmer,high,2026-09-10,2026-09-29,210,101.2,1,45,data.gov.in
SMMS-0317,SMMS,Signal & Telecom,JP-AII,Jaipur - Ajmer,NWR,Axle Counter Sensor Recalibration,Multi-section digital axle counter wheel sensor gain drifted on Jaipur - Ajmer,critical,2026-09-06,2026-09-18,75,9.3,0,60,data.gov.in
SMMS-0318,SMMS,Signal & Telecom,JP-AII,Jaipur - Ajmer,NWR,Axle Counter Sensor Recalibration,Multi-section digital axle counter wheel sensor gain drifted on Jaipur - Ajmer,critical,2026-09-12,2026-09-29,75,92.2,1,15,data.gov.in
TDMS-0319,TDMS,Traction Distribution,JP-AII,Jaipur - Ajmer,NWR,Dropper Replacement & Height Adjustment,Current carrying copper flexible dropper frayed near mast on Jaipur - Ajmer,medium,2026-09-10,2026-09-22,75,128.3,2,30,data.gov.in
TDMS-0320,TDMS,Traction Distribution,JP-AII,Jaipur - Ajmer,NWR,OHE Contact Wire Profile Measurement,Laser pantograph contact wire height and stagger recording on Jaipur - Ajmer,high,2026-09-06,2026-09-24,90,94.4,2,30,data.gov.in
